the wef is a sham do as they say not as they do is basically their motto despicable them,Críticas Severas
i love social experiments cant wait to see where this is going and how long america is willing to fund it,Humor y Sarcasmo
and people wonder why in era where you can see live what is happening on another planet through cameras of machine and different end you can see people batting each other for piece of bread,Debate Económico
soon in judgement day may god show us the faces that kept us broke,Críticas Severas
i have ben asked to give this message to the elites and the economic forum thay will use what they have to improve life for all as they were instructed two you have ben miss using the gifts we have given you and used them in an improper way for your own benefit we warned you you have one cycle of your seasons to fix this problem or you will be removed,Preocupación por la Controversia
but when he became president he made a pact with the entire rightwing political caste and they are the ones who govern argentina now this speech as an argentine has no value said by him,Críticas Severas
they dont want trump back oh oh hes coming,Comparaciones con Otros Políticos
good man,Apoyo Entusiasta
this looks ai his lips move off timing to the rest of gis face,Humor y Sarcasmo
we moors are watching,Humor y Sarcasmo
these words are true,Apoyo Entusiasta
engagement,Apoyo Entusiasta
all the sins of socialism in one speech thanks,Críticas Severas
wow he has balls he is right about a lot of things though i think he is being naive for lack of a better word when he says there is no such thing as market failure imperfect property rights asymmetric information and imperfect knowledge mean that the market does not by itself internalise all externalities,Debate Económico
grazy president driven argentina to its kneel argentina deserves much better than this clown,Críticas Severas
he seems he forgot that capitalism only works because of exploitation of other countries and nature and that because of capitalism all countries have the highest debt ever recorded in history and that there is a huge gab between some who have everything and most who have nothing than working 4050 hours a week to serve the state capitalism isnt the answer also not socialism there must come a new system for the market and the people or history will repeat itself and we will have a worldwar that resets everything,Críticas Severas
hahahaha this guys a salesman and certainly does not have a grip on history his cherry picking off stats should have bells going off for anyone who does have a sense of the lineage of things the history of argentina is such that im definitely not surprised to see a talking head like this at this time,Críticas Severas
wef our plan is working the people think we did not plan for milei to attack us it is all we need to get our groomed golden calf donald trump reelected he was great for elite spendingdoubled the debt increased government spending 3x debt ceiling increases gun control patriot act and morestop falling for their act sheep,Críticas Severas
im seeing more and more of these conversations happening at the weo is this something that has been happening and nothing ever changes or is it the start of a new and much needed shift,Debate Económico
stay safe,Apoyo Entusiasta
thats that psychopath who cloned and deified his dead dog right,Críticas Severas
lies over lies,Críticas Severas
best speech in the world thank you for telling them the truth in their face even if they are the biggest hypocrites and want to keep pushing socialism as their one world order,Críticas Severas
i spent two years in argentina in the late seventies l saw evidence of a wealthier country that had become less so god bless president milei and argentina,Apoyo Entusiasta
just chatting the shit props to man for speaking outward about those topics,Apoyo Entusiasta
other actors for other parts of plan and we believe is heroes,Apoyo Entusiasta
this guy is an absolute g,Apoyo Entusiasta
nonsense were did you get this nonsense from get real,Críticas Severas
he is spot on and a hero in todays world trump is the same,Comparaciones con Otros Políticos
can we make javier prime minister of canada too,Comparaciones con Otros Políticos
the amount of bullshit he said is staggering xd,Humor y Sarcasmo
this man is a lapdog of the wef israël and the united states dont be fooled by him,Críticas Severas
he is just a globalist clown nothing more,Críticas Severas
he talks about capitalism but that was years agowe live in a late state capitalism which is no longer super friendly and cherishes prosperity its about power not about advancing humanityits a nice idea but its just an idea holding on to any kind of construct is dangerous as he said we should adapt as soon as possiblebureaucracy is our most dangerous enemy in the meantime,Críticas Severas
amen brother its getting to a point where if you do not realise the intention of the great reset there is little hope for your mental health and freedom once again i just want to say thank you god for giving us someone who has balls to say this to the elitist devils faces amen,Preocupación por la Controversia
god bless president milei argentina and the people,Apoyo Entusiasta
yup,Apoyo Entusiasta
we had the best numbers in the history of the country and they took that away from us,Críticas Severas
this is being shared now and it does not look like he is saying this but his face is digitally produced,Preocupación por la Controversia
im just here for the complaints,Humor y Sarcasmo
this is awesome too bad our president sold us to the devil,Críticas Severas
love it i would die for milei,Apoyo Entusiasta
love you man i live in the usa but now i love argentina,Apoyo Entusiasta
i am not a robot,Apoyo Entusiasta
lmao who is this clown,Humor y Sarcasmo
best way to get something done is to tell someone they can not do it,Apoyo Entusiasta
lolololololol,Humor y Sarcasmo
we have problems,Apoyo Entusiasta
all i see here are evil globalist shills who worship at the feet of their masters and have lost any pretense of doing good for the people,Críticas Severas
would love to hear some first hand accounts of how things have changed under milei,Debate Económico
this guy is legit where is his youtube channel,Apoyo Entusiasta
as an argentinian i do not agree with his views,Críticas Severas
ah this explains why the argentine people are going hungry lol the libertarians won,Críticas Severas
speech of the year he has no idea how much this speech meant to so many people,Apoyo Entusiasta
which is exactly what i said years ago they only want the proletariat to exist and they rule,Críticas Severas
wrong speech milei was always a libertarian for argentinian standards which is not the same as north american ones please research more before talking about other countries,Críticas Severas
he is right about the market but not so much about the socialism part but god bless president milei for speaking the truth,Apoyo Entusiasta
great speech,Apoyo Entusiasta
here we go,Apoyo Entusiasta
we need more people like him,Apoyo Entusiasta
proud of my president,Apoyo Entusiasta
god bless you and god bless the people of argentina,Apoyo Entusiasta
great president of argentina,Apoyo Entusiasta
an absolute inspiration this man has the balls to tell it how it is,Apoyo Entusiasta
we were right about him,Apoyo Entusiasta
what an absolute clown,Críticas Severas
he does not even know what socialism is,Críticas Severas
bravo,Apoyo Entusiasta
lol,Humor y Sarcasmo
pfft lol the un is a joke,Humor y Sarcasmo
what a clown,Críticas Severas
amen,Apoyo Entusiasta
its easier to be righteous when your not in power lol,Humor y Sarcasmo
god bless president milei,Apoyo Entusiasta
this guy is right,Apoyo Entusiasta
nice of them to finally catch up to the world,Humor y Sarcasmo
god bless,Apoyo Entusiasta
thanks for sharing,Apoyo Entusiasta
this guy is our hope,Apoyo Entusiasta
all i can think of is i hope he did not show up in a fancy car and clothing to give this speech this feels like a setup,Preocupación por la Controversia
speech of the year hands down,Apoyo Entusiasta
this guy makes trump look like lenin,Comparaciones con Otros Políticos
wow,Apoyo Entusiasta
isnt it wonderful to see a genuine libertarian elected to run a country may there be many more,Apoyo Entusiasta
i will like for you to focus very well on the taxes part other than that i hope you are a real one,Preocupación por la Controversia
guy sounds just like me 30 years ago the ayn rand is strong in this one,Comparaciones con Otros Políticos
milei and schwab are literally on the same team,Preocupación por la Controversia
long live freedom damn it,Apoyo Entusiasta
fantastic we need more brave leaders to speak up,Apoyo Entusiasta
thanks from israel brilliant,Apoyo Entusiasta
isnt he a wef friend,Preocupación por la Controversia
so the question is will the people of the world work together to jail the corrupt police politicians and the corrupt group behind the scenes monetary enslavement is just a default plan,Preocupación por la Controversia
wow im amazed by his intelligence very impressive,Apoyo Entusiasta
argentinians certainly need a better economy and better life what puzzles me is that china has had the fastest growing economy the world has ever seen and they are a blend of capitalism and socialist state supported industries their banks are owned by the government and unlike usa where private investors get a piece of all the money originating from the fed well in china the government since it isnt private invester based can even write off bad loans and does that on a lot of failed businesses however more new businesses actually work out that the ones that dont their formula incubates in the end a heck of lot of winners i have been for over 40 years starting and running my own businesses i understand the value of having a personal stake in what you do and have even gone belly up several times and had to start over it is just that believing government is the problem well it doesnt match the chinese example of unparalleled success they are now the 2nd biggest economy in the world and may take america in a decade or so another weird fact is china is the number one trader with argentina and how will he not deal with communist with this fact,Debate Económico
as america was forced to forget her great capitalist roots this man was remembering and is the hero the united states needs today can we adopt him argentina this man is a treasure,Comparaciones con Otros Políticos
all truth,Apoyo Entusiasta
i am moving to argentina,Apoyo Entusiasta
excellent,Apoyo Entusiasta
i javier milei,Apoyo Entusiasta
milei is providential an hero,Apoyo Entusiasta
well said super hard to start business in eu due to excessive regulations,Debate Económico
things are about to get a whole lot worse milei is a stooge and pulling your collective leg,Críticas Severas
did he adjusted that growth to inflation,Debate Económico
argentina necesita el apoyo de todos los liberes del mundo,Apoyo Entusiasta
thankyou president,Apoyo Entusiasta
bravo and long life freedom dammit,Apoyo Entusiasta
this is ai lost interest,Preocupación por la Controversia
hurrah for this brave voice may his tribe increase,Apoyo Entusiasta
wow awesome,Apoyo Entusiasta
you vil eat ze bugs,Humor y Sarcasmo
pure ayn rand hes generally correct but forgets that government should develop those areas that individuals cannot such as defense and health and basic education this can be done with a combination of free speech right to bear arms and constitutional regulation of the power to regulate monopolies for example,Debate Económico
we cant trust anything coming from wef there goal of enslaving humankind should be obvious to anyone schwab and wef is a enemy of every free person and freedom in generel,Preocupación por la Controversia
all true,Apoyo Entusiasta
part of the solution is data ownership as it will grant equity equally and restore trust with the internet,Debate Económico
theres a real leader there for you,Apoyo Entusiasta
zomg,Apoyo Entusiasta
long life freedom,Apoyo Entusiasta
he talked but will he be able to performhablo como siempre veremos si podra hacer lo que dice si lo dejan,Preocupación por la Controversia
without free market capitalism none of us would have ever been born,Debate Económico
top man hes spot on,Apoyo Entusiasta
i am from argentina we inherited a devastated economy from 20 years of leftistcollectivist government and 100 years of doses of socialist ideas we have an inflation of 200 annually this month it was 25 prices increase almost every day and now everyone leftists are in continuous protest and want to overthrow president milei who is trying to implement the necessary changes many people do not want to change because many of them have privileges or are indoctrinated by the previous socialist government this will be a tough battle to change the socialist mentality of the people my message to the people of the united states or western countries is not to believe in the idea of collectivismsocialism these policies may seem nice but the moment they are implemented they start to ruin the country little by little causing poverty low salaries and the quality of life is much worse theft deterioration of education the argentine case is evidence you have time to change,Debate Económico
capitalism is not a form of government unfettered capitalism has does and will do incredible damage to society the environment and tradei am a republican and know that government must place fetters on capitalists one example of such government intervention was the american civil warwe in america used to have toxic rivers and unbreathable air lead in our gasoline and water pipes rotten food and radioactive materials in every day itemswhat changed that government regulationlibertarianism is a minority position in politics and economics as the reality of capitalism is profits that is it if a company does not make profits people divest their funds traditional capitalism does not recognize that labor is capital those workers their ability to produce goods are what converts raw materials into salable products as investors form a group the people that ostensibly own a company so should labor to seek the best return value on their investment in time sweat and bloodin this instance government becomes a referee instead of an enforcerhow much regulation and such is flexible fluid and can be debated but government must protect the workers as well as the investorsfurther government is needed to enforce civil law and protect the market from predation of bad actors be they scammers or hostile foreign governments no libertarians you cant have slavesno libertarians you cant dump that toxic waste in the riverno libertarians you cant sell advanced weapons technology to hostile foreign countriesthe list goes on,Debate Económico
heres the problem with your version of this there are so many edits i dont actually know what has really been said i know that if your intentions are good this could save lots of time but in this day and age i cannot take the chance of trusting anybody to edit something honestly most will usually slant the outcome of everything said in their own favor this is why you must leave a speech intact and why a physical clock with minute and second hands should be displayed behind the speaker this has so many edits i have no idea of what was actually said maybe you were just saving us time or maybe you decided to change the meaning of his message by structuring his comments to fit your view why didnt you just speed it up i see an edit every few seconds,Preocupación por la Controversia
greetings from the netherlands where we shifted in 4 years from a capitalistic society that made us filthy rich to a collectivists dream everybody that complains receives benefits from the government it is socialism 20 last few decades made us rich but socialism can destroy any rich country also ours hope the new government will change things for the better but i am not very confident the western world seems to prefer collectivism and scaremongering climate war etc is part of the toolbox of the ruling class we need more milei in the world viva la libertad carajo,Debate Económico
crazy bastard,Críticas Severas
collectivism with borders,Debate Económico
mr president better have his own heavily armed private security force reject any hot comeons from sexy young things and secure his country airtight with loyal supportersbecause right now klaus wants this guy to vanish,Preocupación por la Controversia
such true and courages words thank you mrmilei i wonder if the visitors in that room had a wake up moment,Apoyo Entusiasta
if its translated why does his mouth move with the words,Preocupación por la Controversia
theres a world wide movement for mass awakening our time has come our time is now we must come to realize we are one we are all connected to all of us and everything at a spiritual level at the same time this man and many more are letting the switzerland crew from davos we want a world better world for all not just the wealthy,Preocupación por la Controversia
in a nutshell pal,Apoyo Entusiasta
if the progressives are teaching our schools this type of message will never make it to the ears of our children and we will continue the downward spiral,Preocupación por la Controversia
the ideals behind freemarket trade are self evident i have something you want and you have something i want now lets trade and both be happy i now have more of what you want and even some new things just like you we constantly grow together someone out there wants somethingthe bad is rampant corruption that goes on even the boards meant to monitor it are fine with putting hands in others pockets,Debate Económico
wow this is awesome keep in mind the socialist will argue that continual increases in production of which a capitalist economy survives on will result in more harm to the environment this is why entrepreneurs must be encouraged to develop effective green technologies both things and processes for those things this will allow our prosperity to continue to grow while also healing the environment,Debate Económico
well said,Apoyo Entusiasta
this edit is jarring so hard to understand what he is saying when you cut in the middle of a word,Preocupación por la Controversia
wonderful a man with courage to speak truth well spoken,Apoyo Entusiasta
what he fails to mention is the ruin of the planet with the rise of wealth climate collapse is on track for 10 years from nowheroic capitalism indeed,Preocupación por la Controversia
you edited this to a point that it lost some of its meaning feels like you shouldnt do that,Preocupación por la Controversia
yes but he isnt mentioning the environmental issues,Preocupación por la Controversia
let us all pray for this amazing brave mans protection we all are love itself 3,Apoyo Entusiasta
what bs the world is witnessing a genocide and the military industrial complex is raking in the tax dollars,Preocupación por la Controversia
hero,Apoyo Entusiasta
malei spends a lot of time talking what real world results have ordinary people in argentina seen from his actual actions the real test if he is not blowing smoke is positive changes for the bulk of citizens in argentina time will tell,Preocupación por la Controversia
speech is heavily edited and cutted do not trust this channel a presidents speech should not be cutted into fitting your narrative leaders speeches should not be edited and presented as they were told,Preocupación por la Controversia
this guy is a genius we need more like him,Apoyo Entusiasta
yup socialism sucks,Humor y Sarcasmo
dont know which ism is good for what demographic or nation or whatever else but what i do know is theres a problem with some people telling others what to do and how to thinknot for their benefit but more as cult of personality and dictatorship controli would think a main issue with capitalism and government in general is out of control greed and corruption probably an issue with any ism anything can be weaponized it would be nice to greatly reward honorable values that benefit humanity with some sort of reasonable balance and regulation especially when it comes to the top,Debate Económico
i thought this man pro west its surprise me,Preocupación por la Controversia
outstanding speech thank you javier milei for standing up to these selfappointed elitist who have for too long not been held accountable for the destruction they cause all over the world thank you for standing up for true freedom for human beings all over the world and for calling out the destruction of every system responsible for poverty and death and for standing up for the only one that actually works that of unhendered freedom of capitalism your people are fortunate that you rose up as a leader of their country and that they were wise enough to vote for you rather than the liars that came before you i pray the people at the wef will actually hear you and take to heart what you have educated them in may god bless you,Apoyo Entusiasta
yip definitely looks like bernard manning,Comparaciones con Otros Políticos
o the truth hurts the west has lost it,Comparaciones con Otros Políticos
the ai is translating the speech using his voice and syncing his lips to the translated speechat that point we can no longer take it at face value that anyone said anything we see in a video we literally have to be there in real life to confirm itinteresting times ahead,Preocupación por la Controversia
why did they invite him why do they allow him to talk about that it seems to be staged,Preocupación por la Controversia
this vedeo does not have all the words he said watch the original thumb down,Preocupación por la Controversia
there are whole societies that are taught generation by generation to take and not make or give kane versus abel,Preocupación por la Controversia
clown is destroying argentina,Críticas Severas
socialism doesnt lift up the poor it equalizes people by lowering everyone to the lowest common denominator,Debate Económico
splendid ayn rand would be proud,Comparaciones con Otros Políticos
may you and your family be safe for speaking such truth please be careful,Apoyo Entusiasta
socialism is the conspiracy of loosers against achivers,Debate Económico
neo marxists coopting international organisations looks around,Preocupación por la Controversia
lets make it go viral,Apoyo Entusiasta
hasnt capitalism existed throughout all of humanity im confused,Debate Económico
this man might actually steer argentina out of the ditch,Apoyo Entusiasta
wowfinally clearly explainedthank you so many are against capitalism not knowing what it meanscapitalism free world where you decide what you want to do and get rewarded for working hard or doing something goodthe opposite government decides how you live your life and tax you to death if you think youre paying high taxes now wait till you welcome socialismwake up do gooders blindly fighting for socialism please stop giving up freedom,Apoyo Entusiasta
bravo,Apoyo Entusiasta
fake,Preocupación por la Controversia
whats with all the fake dubbing and cuts at least use journeymen,Preocupación por la Controversia
there is nothing he stated throughout his brilliant speech and delivery of same that these globalists can counter all they can do is attack him in the media and through their power channels whoever goes after him is the bad guys and not worthy of living on this planet,Apoyo Entusiasta
long live javier milei,Apoyo Entusiasta
teacher what do you want to be in lifestudent i aspire to be a social justice warriorteacher oh you mean that you aspire to be a bandit or gangsterstudent what do mean a banditteacher what does a social justice warrior do what does he build make mine catch or grow student nothing a social justice warrior takes from those who have acquired things unjustly at the expense of others and redistributes goods to the downtrodden as many prophets have impied ought to be done throughout historyteacher exactly so you as a social justice warrior will create or produce nothing except a vague notion of social justicerighteousness and you will produce nothing tangible by your toil and overcoming of obstacles and hardships in life and convincing others of the value of things which you have produced and acquired remind us now what does a bandit highwayman raider or pirate dostudent a bandit steals from those who have and keeps it for himselfhis group whle a social justice warrior takes from the affluent and gives it away to the impoverished a socail justice warrior is a hero while the bandit is a criminalteacher who and or how will the social justice warrior be paid student he will be paid a portion of the proceeds that he has confiscated from the unjustly affluent teacher is this not how pirates have traditionally divided up their spoils throughout recorded history yes or nostudent yes but the social justice warrior hero does it justlyteacher who decides what is juststudent i and my fellow travellers as social justice warriors who will produce fairness for all,Humor y Sarcasmo
cierto no todos los días se puede ver a un presidente hacer semejante ridículo,Críticas Severas
im by no means a defender of collectivism but this is a very reductionist position free countries arent exactly free and free market capitalism created facebook and the food industry that wants to keep you obese and dead of cancer by 50 years of age apparently shoving sugar and fillers in a food product makes it a product the market wants as he sayswhat is really sad is that a person inside a fucking world economic forum in fucking davos cant see that the problem is the group of elites who would do anything to consolidate power without any care for the peasents and not some abstract economical concept any economical or political system on their hands will become this perverted version of a free societymilei clearly doesnt undestand this as one of his primary goals was to make argentina dependent on the american dollar which is controlled by the same people he is criticizing here nor does most of the commenters on this video thinking he is somehow fighting globalism by defending free market capitalism,Debate Económico
he is a puppet,Críticas Severas
so the answer is not klauss enslaving two tier stalinist communism but honest capitalism,Debate Económico
if he is real im moving to argentina,Apoyo Entusiasta
i love what this guy said i hope its real why would he have gotten a standing ovation from all these elites im skeptical,Preocupación por la Controversia
the other thing he speaks of abundantly is rights i contend he doesnt know what a right is and where it comes from a right is a defended claim claim anything you want without a defense of your claim you enjoy no right and whowhat is the biggest defense of claims worldwide it is government and what is the biggest parasite worldwide it is government go figure,Debate Económico
justin trudeau this is common sense are you listening,Comparaciones con Otros Políticos
why does his mouth look fake,Preocupación por la Controversia
the growth he is referring to is fueled by inventions so the industrial revolution saw a jump in growth growth has been exponentially higher in the last 50 years because of the rate of development especially the advent of higher capability computers the internet etc it has nothing to do with the adoption of capitalism,Debate Económico
absolutely based great speech,Apoyo Entusiasta
am i correct in noticing that starlink is not available in argentina but is available in chile and brazileand peruand columbia how can that be,Preocupación por la Controversia
isnt bailing out all the bankers some kind of elite socialism in a true free market they should of failed,Debate Económico
those who say trust me are unworthy of trust this man should and will be ignored,Críticas Severas
what a beautiful refreshing speech i only wonder how these words could have been allowed to be uttered in front of the self proclaimed elite communists and socialists of the wef who want total and complete global control over the people of the world they must have been siting there chocking and vomiting on the words they were hearing he even pulled back the curtain on the green new scam every person should listen to this speech and fully internalize the messages of this speech,Apoyo Entusiasta
shortened criticism per excellance,Críticas Severas
free market capitalism not collectivist corporatismi can imagine ayn rand cheering from beyond the grave at this speech,Comparaciones con Otros Políticos
excellent speech from a honest president javier milei the truth now we want the people behind the curtain,Apoyo Entusiasta
i bet he doesnt get invited back again the truth hurts,Preocupación por la Controversia
sad that this isnt an american speech,Comparaciones con Otros Políticos
i submit this guy and virtually everyone reading thishas an idea what money is and all are wrong,Preocupación por la Controversia
amazing spot on speech based on actual real experience of the utter failure and evils of socialism and the propaganda war enacted on the west,Apoyo Entusiasta
i get the communism thing to each according to his need from each according to his ability and thats nonsense on its face but i dont get the capitalism thing to me capital is a substitute for labor you can dig with your hands or you can dig with a shovel it has nothing to do with finance count how many times he says capitalism here are we supposed to know what it is,Debate Económico
the man has no clue,Críticas Severas
spoken like a true leader those are pretty rare,Comparaciones con Otros Políticos
compare government to a grocery store no comparison is there i thoroughly enjoy my time engaging with my grocery store government not so much government takes 34ths of our earnings and 34ths of us are dependent on government disgusting earth to government get out of dodge,Humor y Sarcasmo
the latter half of this video is absolutely fucking mind blowing,Apoyo Entusiasta
nothing new here the question is how do you promote this and today how do you safeguard this education,Preocupación por la Controversia
its just not remotely in touch with reality capitalists dont pay a living wage often not in line with inflation this is why you have people with full time jobs living in cars you need socialist policies to combat the sheer greed of capitalism,Debate Económico
amazing that this guy had the balls to go into the lions den of elite socialist control freaks and lay down some truth i bet he never gets invited back though you can almost see the clowns in the audience squirming in their seats,Apoyo Entusiasta
the only sane politician in davos the only one to stand for freedom and a free market economy the only one to speak against the power hungry greedy socialist globalists it takes courage in my eyes hes a hero,Apoyo Entusiasta
he has a memory loss of history as he forgets the period where his country killed off the indeginous people of his country and eliminated many of the black population as well,Críticas Severas
afuera,Críticas Severas
it sounds like hes talking about canada and trudeau,Comparaciones con Otros Políticos
1st thanks again youtube for the editing for the purpose of silencing the truth2nd why is austin powers giving a speech on this,Humor y Sarcasmo
as an entrepreneur i felt empowered,Apoyo Entusiasta
brave,Apoyo Entusiasta
i agree with him i lived in soviet union and live in usa now the difference i feel clearly so called communism does not work,Comparaciones con Otros Políticos
just let that sink in,Preocupación por la Controversia
he should be careful after that speech,Preocupación por la Controversia
ai or not this was truth spoken,Preocupación por la Controversia
we need to take a good look at the convention of states this is a start to get back our country from these crooked politicians,Debate Económico
fascists desquised as heroes is the usual thing but fascism used capitalism to kill the most of all people on the planet through unconrolled capitalism,Debate Económico
this milei his an hipocrathe is just selling the country for more debt yes previous argentinans presidents were also bad but these guys is making the rich more richer and wont save the argentinan people he is just helping the imf and investors make more money its the same speech all neocons share in davos history repeats free capitalism bad populist bla bla,Críticas Severas
javier we need someone like you to replace our jackass trudeau here in canada hope argentina finds herself again,Comparaciones con Otros Políticos
every day we are starting to see glimmers of hope but this year is looking to be a tragedy for billions unless something changes,Preocupación por la Controversia
some claim this to be a fake speech produced by ai,Preocupación por la Controversia
can somebody confirm that this is truly what he is saying having an ai dubbing this opens an obvious door for manipulationespecially now that we all know the wef is disgusting,Preocupación por la Controversia
thats not milei voice he doesnt speak english,Preocupación por la Controversia
respect,Apoyo Entusiasta
every christian in this world should pray that his wisdom haunts and shames the parasitic traitors in governments around the world especially ireland uk america,Comparaciones con Otros Políticos
i wish that were real,Preocupación por la Controversia
boom boom boomtruth bombs,Apoyo Entusiasta
danle,Críticas Severas
you look like you sent all these people on a mass migration they were scared of the gentrification your pushing,Preocupación por la Controversia
one sharp dude i would dispute a couple of points with him but other than that he has his homework done one question from where does he hail since we heard nothing about him before his rise to fame,Preocupación por la Controversia
lol i find it funny that ppl always want to blame the government for their problems,Humor y Sarcasmo
the state is not the solution the state is the problem itself this is basically the reagan mantra government is not the solution it is the problem i am sure a lot of simpletons will cheer at these simplistic statements well then why didnt they just dissolve the state or government then problem solved and where are the 90 people lifted out from poverty the biggest was in china for the past decade without that the world poverty would have been increased this is the nonsense without nuances of course capitalism contributed significant to the growth of world economy however unrestricted it will also bring a dogeatdog society that is why we need law and order which is why we have governments but not bad governments headed by idiotic or ignorant leaders we need good governments headed by smart competent leaders who are also operating under checks and balance it is just a matter on how the leaders are selected and what kinds of checks and balance mechanism is applied this mechanism also should be wellbalanced to achieve long term benefits for the people but i will keep an open mind to see how mr mileis experiment will work out i am deeply skeptical because he is the head of the state yet he believes the state is the problem he already shut down many government agencies so i guess the next will the rest including the defense department and then the office of the president but hey so many people here approve and cheer for him so lets see,Debate Económico
the wef wants to starve people and create famine and reduce the world population the wef needs to be stopped,Preocupación por la Controversia
slow clap that got a standing ovation and im sitting down,Apoyo Entusiasta
wasnt argentina where all the nazis went after the war when the snuk off to hide and they had a very strong promanace there,Preocupación por la Controversia
he speaks for the hearts of the citizens completely opposite to the canadian prime minister who has suckled onto the wefs agenda in a pathetic spinless example ofa sell out to the seat of power he was entrusted with realuze this war has not been fought and the wef will try to make the west assume there is nothing we can do since theyve corrupted the leadership the fact of the matter is that we the people should prosecute these individualsto the full extent and make a big example of them and let it stand as a deterrent for any other individuals or groups who think they can throw there weight around and override democracy and the countrymen and the soviergnty which is already established the death penalty would be an appropriate deterrent especially in countries were the citizens can be drafted to fight for the country the elected officials who betray the countrymans trust are guilty of the highest crimes in the land and should be served the most severe penalty or this will continue until it no longer matters,Comparaciones con Otros Políticos
they edited his speech he didnt say what you heard this is altered footage done by ai,Preocupación por la Controversia
spoken with common sense and intelligence he is right the collective had done everything possible to make socialism sound good to the ignorant well said milei,Apoyo Entusiasta
that was not real he doesnt speak english,Preocupación por la Controversia
i think his rise was manufactured by tptb to give their takeover the illusion of legitimacy,Preocupación por la Controversia
milei is a hero of the people,Apoyo Entusiasta
is he speaking from argentina,Comparaciones con Otros Políticos
finally someone stood up to the wef,Apoyo Entusiasta
remove governments from our lives that would be amazing,Apoyo Entusiasta
hes talking about a perfect world but in reality the system he supports gets corrupted very fast,Debate Económico
whos talking here dont believe a word,Preocupación por la Controversia
they missed out the fact that socialism has lifted more people out of poverty than capitalism did,Críticas Severas
the real truth no matter how many in power around the world want to deny it,Apoyo Entusiasta
that was fire,Apoyo Entusiasta
this is an ai i was loving it till my husband clued me in this person speaking is not real,Preocupación por la Controversia
javier milei rocks the world needs more people like him,Apoyo Entusiasta
this man is a human angel from heaven to speak the truth of god almighty god almighty his in control in jesus christ name amen,Apoyo Entusiasta
we need more like this man challenge the globalists get rid of klaus schwab,Apoyo Entusiasta
this is the true reason behind why liberal american elite deep state are so afraid of trump and why the medias effort to keep their narrative going,Comparaciones con Otros Políticos
this is so true,Apoyo Entusiasta
the free market is annihilating the world look at the climate crisis look at the genocides after genocides people are so delusional,Críticas Severas
great speech however exponential growth is super unsustainable something must change,Debate Económico
we needed to hear the audience reaction at the end,Preocupación por la Controversia
thats great the rest of the world should follow his example,Apoyo Entusiasta
is this translation accurate,Preocupación por la Controversia
wow argentina are lucky to have such a leader,Comparaciones con Otros Políticos
god bless you president milei,Apoyo Entusiasta
why was he mouthing the words in english,Preocupación por la Controversia
what about the tradgedy of the commons,Debate Económico
wish we had a present like this great speech,Comparaciones con Otros Políticos
love this guy he is exactly what argentina and the world needs,Apoyo Entusiasta
share this with a friend share this with a friend share this with a friend share this with a friend share this with a friend share this with a friend share this with a friend share this with a friend share this with a friend,Apoyo Entusiasta
extremely worrying what has happened schwab fully supports the chinese government model and the initiative for the next decade two possibilities 1 he didnt know what milei was going to say very unlikely or 2 let him talk and when they cut off his head hell be used as an example to shut everyones mouths its sad to say but the man on the podium is probably already dead and he doesnt know it i pray to god im wrong,Preocupación por la Controversia
no it didnt barely covered by any media,Preocupación por la Controversia
uk needs someone like him can we clone him,Comparaciones con Otros Políticos
well done someone had to tell them they are wrong and stupid and he did it without being mean kudos,Apoyo Entusiasta
this man knows economy he is a real economist,Apoyo Entusiasta
in fact we dont have capitalism now we just have kleptocratic capitalism nothing to do with socialism everything to do with neo liberalism and its failed ideology,Debate Económico
bravo,Apoyo Entusiasta
outstanding and truthfully,Apoyo Entusiasta
it seems that the real progress to be made is in looking at the criticisms of the free market system and problems and studying how to fix them without abandoning our principles or simply doing away with large govt and large corporations altogether,Debate Económico
full of fallacies gdp increase is not result of capitalism but technology capitalism is the result not the cause argentines fall is more associated to the rise of post world war us than socialism lets see how this right wing capitalist will run his country to the ground,Críticas Severas
long live freedom,Apoyo Entusiasta
well mr javier milei that was great now the others are just too stupid to listen to what you are saying,Críticas Severas
laziness is the threat,Debate Económico
thanks this is much more listenable tried listening to the original and i couldnt hack it this is great,Apoyo Entusiasta
thanks,Apoyo Entusiasta
unfortunately the fundamental supply demand aspects of capitalism are based on the blind assumption that resources are infinite while we obviously know that is not the case yet we do seem to press on like they are regardless we seem to be burning through them in record time money and greed will always superceed whats best for the greater good and you know what they say about too much of a good thing not advocating against capitalism just making a point,Debate Económico
stop the genocide in gaza free palestine,Debate Económico
love this guy,Apoyo Entusiasta
this is the man thanks my president,Apoyo Entusiasta
the most interesting part were the economics statistics from year 0 of humanity only a visionary genius can obtain and analyze data that does not exist,Humor y Sarcasmo
hes wrong about redistribution its a great legacy of the socal democracy and an idea for a capitalist society to work harmoniously between social and economic classes a strong social net is esencial free healthcare education and welfare support you need happy and educated people in order to have a motivated workers also its a big manipulation to equate social welfare with loss of free speech,Críticas Severas
it makes sense,Apoyo Entusiasta
and long live freedom damnit is that what i heard,Apoyo Entusiasta
indeed human values and practices are the issue not systems in and of themselves,Debate Económico
i cant believe he just embraces capitalism as if sb asked him this is so wrong he was supposed to resemble trump but at least trump ran a business empire,Críticas Severas
